Country,Trade Balance 2000,Trade Balance 2001,Trade Balance 2002,Trade Balance 2003,Trade Balance 2004,Trade Balance 2005,Trade Balance 2006,Trade Balance 2007,Trade Balance 2008,Trade Balance 2009,Trade Balance 2010,Trade Balance 2011,Trade Balance 2012,Trade Balance 2013,Trade Balance 2014,Exports 2000,Exports 2001,Exports 2002,Exports 2003,Exports 2004,Exports 2005,Exports 2006,Exports 2007,Exports 2008,Exports 2009,Exports 2010,Exports 2011,Exports 2012,Exports 2013,Exports 2014,Imports 2000,Imports 2001,Imports 2002,Imports 2003,Imports 2004,Imports 2005,Imports 2006,Imports 2007,Imports 2008,Imports 2009,Imports 2010,Imports 2011,Imports 2012,Imports 2013,Imports 2014
Falkland Islands,-2900000,-6500000,-5600000,-4100000,-6200000,-300000,-10600000,-3900000,-6500000,-5900000,0,0,0,0,0,200000,400000,400000,1000000,400000,9000000,1600000,1000000,800000,2400000,0,0,0,0,0,3100000,6900000,6000000,5100000,6600000,9300000,12200000,4900000,7300000,8300000,0,0,0,0,0
Faroe Islands,-29900000,6600000,-10800000,-3900000,2200000,-1800000,-100000,-4300000,-1700000,-51900000,-70200000,-102400000,-71000000,-123800000,-135700000,1500000,19900000,4700000,13400000,9300000,2500000,4000000,2800000,14300000,9900000,2100000,3600000,1600000,2500000,2400000,31400000,13300000,15500000,17300000,7100000,4300000,4100000,7100000,16000000,61800000,72300000,106000000,72600000,126300000,138100000
Federal Republic of Germany,-29064400000,-29081400000,-35876100000,-39280800000,-45849700000,-50567200000,-47762900000,-44513100000,-42991300000,-28191900000,0,0,0,0,0,29448400000,29995300000,26629600000,28831900000,31415900000,34183700000,41319100000,49651000000,54505300000,43306300000,0,0,0,0,0,58512800000,59076700000,62505700000,68112700000,77265600000,84750900000,89082000000,94164100000,97496600000,71498200000,0,0,0,0,0
Fedrated States of Micronesia,15400000,9200000,12000000,9300000,13200000,0,0,0,0,0,0,0,0,0,0,29100000,30000000,27200000,23600000,24600000,0,0,0,0,0,0,0,0,0,0,13700000,20800000,15200000,14300000,11400000,0,0,0,0,0,0,0,0,0,0
Fiji,-123800000,-162900000,-139400000,-155900000,-188100000,-141300000,-113300000,-122900000,-106800000,-112900000,-135100000,-88900000,-133100000,-107100000,-104200000,23000000,19400000,16900000,19500000,25400000,28200000,32500000,29900000,55000000,31200000,44000000,42600000,55600000,66900000,79500000,146800000,182300000,156300000,175400000,213500000,169500000,145800000,152800000,161800000,144100000,179100000,131500000,188700000,174000000,183700000
Finland,-1679900000,-1839800000,-1912100000,-1889000000,-1817900000,-2087600000,-2326100000,-2132800000,-2142500000,-2323300000,-1702100000,-1261600000,-2543100000,-2315500000,-2865400000,1570900000,1554000000,1534900000,1713300000,2069000000,2254100000,2647800000,3133400000,3760800000,1662000000,2181500000,3155800000,2566200000,2353900000,2150200000,3250800000,3393800000,3447000000,3602300000,3886900000,4341700000,4973900000,5266200000,5903300000,3985300000,3883600000,4417400000,5109300000,4669400000,5015600000
France,-9438600000,-10543700000,-9223900000,-12166300000,-10342400000,-11431700000,-12822200000,-14140200000,-15209200000,-7743000000,-11386000000,-12236600000,-10943800000,-13963000000,-15573200000,20361500000,19864500000,19016200000,17053000000,21263300000,22410400000,24217400000,27412500000,28840100000,26493000000,26968500000,27803000000,30806000000,31744800000,31300800000,29800100000,30408200000,28240100000,29219300000,31605700000,33842100000,37039600000,41552700000,44049300000,34236000000,38354500000,40039600000,41749800000,45707800000,46874000000
French Guiana,14700000,129500000,242200000,152300000,228100000,26900000,32500000,30900000,17900000,16700000,35600000,52700000,208600000,630700000,280600000,17000000,129900000,249700000,155700000,228300000,27000000,33100000,31300000,18000000,16800000,35700000,56700000,209200000,631200000,281000000,2300000,400000,7500000,3400000,200000,100000,600000,400000,100000,100000,100000,4000000,600000,500000,400000
French Polynesia,50000000,35000000,34800000,43500000,26100000,51700000,50100000,62200000,57900000,83500000,68800000,72400000,70400000,89700000,89400000,93900000,83000000,78900000,91500000,93100000,111800000,108200000,124400000,130300000,112800000,121700000,126400000,129800000,126200000,129500000,43900000,48000000,44100000,48000000,67000000,60100000,58100000,62200000,72400000,29300000,52900000,54000000,59400000,36500000,40100000
French Southern and Antarctic Lands,1600000,400000,700000,200000,0,0,0,0,3700000,900000,0,0,0,1500000,7800000,1700000,600000,700000,300000,0,0,0,0,4200000,1000000,0,0,0,1700000,8300000,100000,200000,0,100000,0,0,0,0,500000,100000,0,0,0,200000,500000
Gabon,-2133000000,-1586700000,-1522000000,-1906500000,-2373700000,-2716500000,-1225900000,-1704200000,-1994500000,-1059900000,-1969000000,-4362500000,-1566900000,-804300000,-380700000,63500000,73000000,65500000,63000000,93000000,99100000,135300000,477600000,284000000,170800000,243000000,204200000,319000000,308000000,417300000,2196500000,1659700000,1587500000,1969500000,2466700000,2815600000,1361200000,2181800000,2278500000,1230700000,2212000000,4566700000,1885900000,1112300000,798000000
Gambia,8700000,7900000,9300000,26600000,22600000,30200000,20900000,19900000,28300000,32400000,26200000,29300000,27200000,32400000,41200000,9100000,8400000,9600000,26700000,23100000,30600000,21200000,20000000,28900000,33600000,29300000,29400000,27500000,34100000,41500000,400000,500000,300000,100000,500000,400000,300000,100000,600000,1200000,3100000,100000,300000,1700000,300000
Gaza Strip Administered by Israel,100000,-5900000,-6900000,-1000000,0,0,0,0,-2200000,-5300000,0,0,0,-300000,0,300000,100000,0,0,0,0,0,0,100000,0,0,0,0,200000,200000,200000,6000000,6900000,1000000,0,0,0,0,2300000,5300000,0,0,0,500000,200000
Georgia,77600000,75200000,81300000,77000000,149400000,19500000,158200000,152600000,378700000,294200000,103300000,403200000,314400000,425800000,235500000,109500000,105900000,98800000,131000000,227100000,213900000,263500000,364200000,586500000,363800000,301100000,579300000,540600000,600700000,627500000,31900000,30700000,17500000,54000000,77700000,194400000,105300000,211600000,207800000,69600000,197800000,176100000,226200000,174900000,392000000
Ghana,-13300000,12700000,76300000,127300000,164200000,179000000,97300000,217600000,386200000,580900000,715900000,417900000,1030900000,616700000,914600000,191200000,199600000,192600000,209200000,309600000,337400000,289500000,416400000,608400000,715900000,989300000,1196900000,1322300000,982500000,1186200000,204500000,186900000,116300000,81900000,145400000,158400000,192200000,198800000,222200000,135000000,273400000,779000000,291400000,365800000,271600000
Gibraltar,13700000,7800000,24600000,11100000,136400000,158700000,285300000,590700000,2639300000,1086100000,1493500000,3147500000,5110900000,3576200000,2530700000,15100000,10400000,25700000,14000000,137900000,163300000,286200000,593900000,2640700000,1087000000,1494200000,3148600000,5111500000,3576400000,2530900000,1400000,2600000,1100000,2900000,1500000,4600000,900000,3200000,1400000,900000,700000,1100000,600000,200000,200000
Greece,630400000,788400000,605600000,1892500000,1339600000,308500000,589000000,918300000,932700000,1646600000,310200000,256000000,-182000000,-215400000,-274800000,1221800000,1293600000,1151800000,2506500000,2063200000,1192200000,1554700000,2110200000,1931600000,2487100000,1108100000,1121400000,804900000,738700000,773200000,591400000,505200000,546200000,614000000,723600000,883700000,965700000,1191900000,998900000,840500000,797900000,865400000,986900000,954100000,1048000000
Greenland,-14600000,-24100000,-18600000,-10800000,-11000000,-12200000,-7400000,-5500000,28800000,-500000,300000,-200000,9100000,9700000,7200000,1100000,4700000,4000000,3000000,3600000,5100000,3000000,4400000,34900000,7100000,8600000,7300000,15900000,19100000,12700000,15700000,28800000,22600000,13800000,14600000,17300000,10400000,9900000,6100000,7600000,8300000,7500000,6800000,9400000,5500000
Grenada,52400000,35800000,49500000,60800000,65000000,76500000,69700000,75100000,77100000,53400000,63600000,75100000,63800000,85800000,74300000,79500000,59900000,56400000,68400000,70100000,82400000,74200000,83300000,84400000,59200000,71300000,81800000,72200000,95300000,84000000,27100000,24100000,6900000,7600000,5100000,5900000,4500000,8200000,7300000,5800000,7700000,6700000,8400000,9500000,9700000
Guadeloupe,76300000,48200000,29200000,42900000,35100000,52400000,62500000,134200000,376900000,204000000,362200000,429400000,490400000,635100000,423700000,85900000,58800000,39700000,45700000,38200000,54500000,65000000,139100000,383900000,205800000,364500000,430900000,502500000,641100000,426600000,9600000,10600000,10500000,2800000,3100000,2100000,2500000,4900000,7000000,1800000,2300000,1500000,12100000,6000000,2900000
Guatemala,-706700000,-719000000,-752000000,-683400000,-602700000,-302000000,409100000,1039000000,1255600000,727000000,1285300000,1431500000,1259000000,1384300000,1747000000,1900700000,1869600000,2044400000,2263400000,2551300000,2835400000,3511400000,4065100000,4718300000,3874500000,4478300000,6145100000,5749500000,5554800000,5963700000,2607400000,2588600000,2796400000,2946800000,3154000000,3137400000,3102300000,3026100000,3462700000,3147500000,3193000000,4713600000,4490500000,4170500000,4216700000
Guinea,-20400000,-14500000,-8700000,-33400000,-5400000,18900000,-29100000,-25700000,-4600000,27500000,16600000,175400000,51500000,-19500000,-21100000,68000000,73300000,62900000,35800000,58800000,93600000,64800000,73500000,101800000,94800000,85100000,256100000,154600000,79500000,65200000,88400000,87800000,71600000,69200000,64200000,74700000,93900000,99200000,106400000,67300000,68500000,80700000,103100000,99000000,86300000
Guinea-Bissau,-200000,-221100000,2600000,-700000,-25400000,2000000,5400000,6600000,1900000,1500000,2500000,11500000,21000000,3400000,2800000,300000,900000,2600000,1200000,1200000,2100000,5700000,6600000,2100000,1500000,3400000,11800000,21100000,6600000,2900000,500000,222000000,0,1900000,26600000,100000,300000,0,200000,0,900000,300000,100000,3200000,100000
Guyana,19300000,1000000,12600000,-1600000,16000000,56800000,54100000,64500000,142700000,87200000,-8200000,-60900000,-163100000,-148000000,-131300000,159200000,141300000,128200000,117100000,138400000,176700000,179400000,187900000,288500000,260400000,290400000,363600000,359800000,318400000,370000000,139900000,140300000,115600000,118700000,122400000,119900000,125300000,123400000,145800000,173200000,298600000,424500000,522900000,466400000,501300000
Haiti,279700000,287300000,318200000,307100000,302300000,262400000,321300000,192400000,493900000,238300000,658400000,316900000,275500000,380100000,368600000,576600000,550400000,573200000,639400000,673000000,709600000,817400000,680200000,944000000,790400000,1209300000,1059100000,1050200000,1226700000,1276700000,296900000,263100000,255000000,332300000,370700000,447200000,496100000,487800000,450100000,552100000,550900000,742200000,774700000,846600000,908100000
Heard and McDonald Islands,300000,200000,100000,300000,-200000,200000,600000,1700000,300000,7100000,3700000,400000,500000,500000,1200000,500000,200000,100000,400000,200000,200000,600000,1700000,300000,7100000,3700000,400000,500000,500000,1200000,200000,0,0,100000,400000,0,0,0,0,0,0,0,0,0,0
Honduras,-506200000,-710600000,-690200000,-486500000,-561600000,-495400000,-30400000,549300000,805000000,48300000,674100000,1643300000,1074400000,830100000,1317300000,2584000000,2415900000,2571100000,2826200000,3078400000,3253800000,3687100000,4461400000,4846200000,3367600000,4606400000,6144200000,5722100000,5373000000,5960600000,3090200000,3126500000,3261300000,3312700000,3640000000,3749200000,3717500000,3912100000,4041200000,3319300000,3932300000,4500900000,4647700000,4542900000,4643300000
Hong Kong,3133000000,4381200000,3266200000,4669400000,6513500000,7459300000,9828900000,13091800000,15015200000,17479600000,22274100000,32047600000,32005800000,36657500000,34988900000,14582000000,14027500000,12594400000,13520500000,15827400000,16351000000,17775600000,20117800000,21498600000,21050500000,26570300000,36448900000,37461300000,42341900000,40857900000,11449000000,9646300000,9328200000,8851100000,9313900000,8891700000,7946700000,7026000000,6483400000,3570900000,4296200000,4401300000,5455500000,5684400000,5869000000
Hungary,-2146100000,-2279100000,-1949500000,-1767400000,-1430000000,-1537900000,-1396700000,-1535600000,-1671800000,-990500000,-1199800000,-1475000000,-1635500000,-2041100000,-3440800000,569100000,685500000,687900000,933300000,1142600000,1023300000,1187600000,1291900000,1431000000,1232900000,1289600000,1473700000,1566000000,1726900000,1842800000,2715200000,2964600000,2637400000,2700700000,2572600000,2561200000,2584300000,2827500000,3102800000,2223400000,2489400000,2948700000,3201500000,3768000000,5283600000
Iceland,-4200000,-7100000,-77900000,-39700000,34800000,243000000,138300000,423900000,228800000,170400000,123700000,411900000,87100000,222100000,66100000,255600000,225400000,219000000,242100000,308600000,512000000,365800000,629600000,469500000,349500000,324900000,627600000,370800000,513400000,364500000,259800000,232500000,296900000,281800000,273800000,269000000,227500000,205700000,240700000,179100000,201200000,215700000,283700000,291300000,298400000
India,-7019400000,-5980200000,-7717200000,-8075600000,-9462600000,-10814800000,-11774600000,-6484800000,-8022300000,-4724600000,-10282500000,-14651500000,-18408600000,-20003000000,-23636500000,3667200000,3757000000,4101100000,4979700000,6109400000,7989400000,10056200000,17588500000,17682100000,16441400000,19250100000,21501300000,22105500000,21842300000,21607500000,10686600000,9737200000,11818300000,13055300000,15572000000,18804200000,21830800000,24073300000,25704400000,21166000000,29532600000,36152800000,40514100000,41845300000,45244000000
Indonesia,-7965100000,-7583000000,-7087500000,-6998700000,-8139100000,-8960400000,-10346200000,-10066500000,-10154600000,-7831600000,-9532200000,-11697000000,-10000500000,-9777000000,-11076800000,2401900000,2520600000,2555800000,2516400000,2671400000,3053900000,3078500000,4234800000,5644500000,5107000000,6946100000,7413800000,7997200000,9099700000,8284100000,10367000000,10103600000,9643300000,9515100000,10810500000,12014300000,13424700000,14301300000,15799100000,12938600000,16478300000,19110800000,17997700000,18876700000,19360900000
Iran,-152000000,-135300000,-124500000,-62400000,-66500000,-78700000,-71300000,-28400000,579100000,215800000,113700000,228300000,249000000,310600000,186500000,16800000,8100000,31800000,98900000,85100000,95800000,85900000,144700000,683200000,280400000,208200000,229300000,251100000,312800000,186500000,168800000,143400000,156300000,161300000,151600000,174500000,157200000,173100000,104100000,64600000,94500000,1000000,2100000,2200000,0
Iraq,-6055500000,-5774100000,-3516600000,-4274600000,-7657000000,-7679700000,-10055200000,-9835400000,-20010000000,-7490900000,-10501300000,-14548900000,-17212000000,-11284600000,-11721300000,10400000,46200000,31600000,309900000,856500000,1374000000,1490600000,1560200000,2069800000,1772400000,1642000000,2410900000,2053400000,2021100000,2105700000,6065900000,5820300000,3548200000,4584500000,8513500000,9053700000,11545800000,11395600000,22079800000,9263300000,12143300000,16959800000,19265400000,13305700000,13827000000
Ireland,-8750100000,-11355300000,-15692600000,-18050800000,-19280700000,-19397400000,-20009900000,-21436100000,-23735700000,-20635600000,-26572000000,-31725300000,-25935000000,-24856600000,-26149200000,7713500000,7144000000,6745100000,7695700000,8167200000,9335700000,8516000000,9008900000,7610800000,7465000000,7275600000,7644300000,7391800000,6639600000,7806400000,16463600000,18499300000,22437700000,25746500000,27447900000,28733100000,28525900000,30445000000,31346500000,28100600000,33847600000,39369600000,33326800000,31496200000,33955600000
Israel,-5218500000,-4483700000,-5389000000,-5876500000,-5382400000,-7093200000,-8202000000,-7775100000,-7848900000,-9185000000,-9688000000,-9103300000,-7862000000,-9061600000,-7879200000,7745900000,7475300000,7026700000,6892100000,9169100000,9737300000,10964800000,13019300000,14486900000,9559400000,11294400000,13936000000,14267500000,13747100000,15083000000,12964400000,11959000000,12415700000,12768600000,14551500000,16830500000,19166800000,20794400000,22335800000,18744400000,20982400000,23039300000,22129500000,22808700000,22962200000
Italy,-13982400000,-13874300000,-14163500000,-14853600000,-17412600000,-19485000000,-20109100000,-20878000000,-20674200000,-14161800000,-14285800000,-17943900000,-20840800000,-21936700000,-25147000000,11060300000,9915600000,10056800000,10560600000,10684700000,11524300000,12546000000,14149600000,15460800000,12268000000,14219200000,16006600000,16097800000,16754900000,16968200000,25042700000,23789900000,24220300000,25414200000,28097300000,31009300000,32655100000,35027600000,36135000000,26429800000,28505000000,33950500000,36938600000,38691600000,42115200000
Ivory Coast,-289100000,-236300000,-300200000,0,0,0,0,0,0,0,0,0,0,0,0,94800000,96800000,76200000,0,0,0,0,0,0,0,0,0,0,0,0,383900000,333100000,376400000,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,727600000,944900000,1023900000,1046800000,1111100000,1325200000,1507600000,1595600000,1914700000,973000000,1334000000,1364700000,1481200000,1565800000,1896800000,1375800000,1405500000,1420200000,1469500000,1430800000,1700800000,2035700000,2316000000,2643400000,1440600000,1661700000,1930600000,1988300000,1980300000,2182000000,648200000,460600000,396300000,422700000,319700000,375600000,528100000,720400000,728700000,467600000,327700000,565900000,507100000,414500000,285200000
Japan,-81555000000,-69021700000,-69979400000,-66032300000,-75562100000,-82519200000,-88568100000,-82759800000,-74120400000,-44669500000,-60059600000,-63218500000,-76437200000,-73367500000,-67176300000,64924400000,57451600000,51449300000,52004300000,54243100000,55484500000,59612700000,62703500000,65141800000,51134200000,60485600000,65706100000,69955000000,65205800000,66827400000,1.46E+11,1.26E+11,1.21E+11,1.18E+11,1.30E+11,1.38E+11,1.48E+11,1.45E+11,1.39E+11,95803700000,1.21E+11,1.29E+11,1.46E+11,1.39E+11,1.34E+11
Jordan,243400000,109900000,-7900000,-181100000,-541900000,-622600000,-771800000,-472700000,-197200000,267700000,200100000,393200000,610800000,886300000,649900000,316700000,339000000,404400000,492400000,551500000,644200000,650300000,856200000,940300000,1191800000,1174200000,1453700000,1766300000,2083600000,2050400000,73300000,229100000,412300000,673500000,1093400000,1266800000,1422100000,1328900000,1137500000,924100000,974100000,1060500000,1155500000,1197300000,1400500000
Kazakhstan,-304800000,-191500000,270000000,-224300000,-218200000,-562800000,-314400000,-498700000,-617900000,-940000000,-1142100000,-853700000,-682500000,-271300000,-401800000,124200000,160300000,604600000,168200000,320400000,538300000,646200000,752800000,985500000,603500000,730300000,825600000,882500000,1150100000,1009000000,429000000,351800000,334600000,392500000,538600000,1101100000,960600000,1251500000,1603400000,1543500000,1872400000,1679300000,1565000000,1421400000,1410800000
Kenya,127500000,449400000,82600000,-52800000,41700000,284500000,172300000,252500000,98900000,373000000,64300000,81000000,179200000,183400000,1050200000,237600000,577700000,271200000,196500000,393900000,632500000,526000000,577900000,442400000,653600000,375400000,462600000,568700000,635700000,1640900000,110100000,128300000,188600000,249300000,352200000,348000000,353700000,325400000,343500000,280600000,311100000,381600000,389500000,452300000,590700000
Kiribati,3100000,5000000,2700000,-500000,-200000,1300000,100000,-100000,6400000,-300000,3000000,17100000,4000000,6000000,700000,4500000,6000000,3800000,1300000,1300000,2400000,1400000,1100000,7300000,800000,4000000,17700000,4600000,7000000,3300000,1400000,1000000,1100000,1800000,1500000,1100000,1300000,1200000,900000,1100000,1000000,600000,600000,1000000,2600000
"Korea, South",-12477700000,-13000800000,-12996000000,-13156800000,-19755400000,-16016400000,-13362000000,-12917500000,-13400400000,-10603700000,-10028900000,-13246700000,-16612200000,-20671700000,-25047100000,27830000000,22180600000,22575800000,24072600000,26412500000,27765000000,32441600000,34644800000,34668700000,28611900000,38845700000,43414500000,42283500000,41714700000,44471300000,40307700000,35181400000,35571800000,37229400000,46167900000,43781400000,45803600000,47562300000,48069100000,39215600000,48874600000,56661200000,58895700000,62386400000,69518400000
Kuwait,-1994200000,-1088300000,-925700000,-769600000,-1711500000,-2359900000,-1894000000,-1634500000,-4373700000,-1831500000,-2607900000,-5082300000,-10337400000,-10042200000,-7788400000,787000000,902400000,1014700000,1507300000,1519300000,1974900000,2086900000,2484000000,2719300000,1951100000,2774100000,2726400000,2683500000,2594700000,3648600000,2781200000,1990700000,1940400000,2276900000,3230800000,4334800000,3980900000,4118500000,7093000000,3782600000,5382000000,7808700000,13020900000,12636900000,11437000000
Kyrgyzstan,20900000,24400000,26300000,28100000,18600000,26500000,67100000,47000000,41800000,50800000,75500000,101200000,136200000,102800000,69300000,22800000,27700000,31100000,39100000,29400000,31100000,71300000,48700000,44300000,56800000,79400000,103900000,145500000,106300000,71700000,1900000,3300000,4800000,11000000,10800000,4600000,4200000,1700000,2500000,6000000,3900000,2700000,9300000,3500000,2400000
Laos,-5700000,-300000,1600000,500000,2500000,5600000,-1700000,-14500000,-24100000,-23100000,-47100000,-32800000,8500000,-6100000,-4400000,4000000,3600000,4200000,4700000,5900000,9800000,7000000,5500000,18300000,20300000,12000000,26100000,33500000,24400000,28500000,9700000,3900000,2600000,4200000,3400000,4200000,8700000,20000000,42400000,43400000,59100000,58900000,25000000,30500000,32900000
Latvia,-154100000,-34000000,-106200000,-253700000,-243500000,-184700000,-53400000,47400000,165700000,147100000,151700000,222100000,268700000,221800000,153700000,133600000,110500000,90800000,123700000,121100000,177500000,245500000,381400000,394000000,288600000,344800000,584700000,514900000,494400000,428200000,287700000,144500000,197000000,377400000,364600000,362200000,298900000,334000000,228300000,141500000,193100000,362600000,246200000,272600000,274500000
Lebanon,277900000,328600000,255700000,221800000,389500000,379300000,841600000,721900000,1364700000,1775100000,1924900000,1726500000,958500000,942600000,1196300000,354700000,418200000,317400000,314100000,464000000,465700000,930700000,825900000,1463800000,1852100000,2008800000,1805800000,1039700000,1034200000,1268500000,76800000,89600000,61700000,92300000,74500000,86400000,89100000,104000000,99100000,77000000,83900000,79300000,81200000,91600000,72200000
Lesotho,-139400000,-214500000,-319700000,-388000000,-461400000,-399600000,-404400000,-435600000,-372800000,-287600000,-287600000,-371200000,-294100000,-350800000,-358600000,900000,800000,2000000,5100000,5500000,4000000,4000000,7500000,1300000,16600000,11300000,13200000,16500000,600000,2400000,140300000,215300000,321700000,393100000,466900000,403600000,408400000,443100000,374100000,304200000,298900000,384400000,310600000,351400000,361000000
Liberia,-2300000,-5800000,-18100000,-26200000,-23400000,-21500000,-72100000,-39400000,13200000,14300000,11400000,36600000,101500000,76700000,101000000,43100000,36800000,27700000,33300000,60900000,69300000,67800000,75800000,156700000,94700000,191400000,194800000,245500000,173200000,184400000,45400000,42600000,45800000,59500000,84300000,90800000,139900000,115200000,143500000,80400000,180000000,158200000,144000000,96500000,83400000
Libya,17900000,9000000,18300000,200000,-292400000,-1506500000,-2037300000,-2874400000,-3457700000,-1253000000,-1451300000,-337800000,-1944000000,-1721200000,307100000,17900000,9000000,18300000,200000,39200000,83800000,434900000,510800000,720900000,665500000,665500000,307200000,549000000,837000000,531900000,0,0,0,0,331600000,1590300000,2472200000,3385200000,4178600000,1918500000,2116800000,645000000,2493000000,2558200000,224800000
Liechtenstein,-264300000,-217100000,-223200000,-246000000,-275600000,-276000000,-308500000,-268000000,-215600000,-156100000,-183300000,-188200000,-288300000,-274900000,-261500000,13900000,7100000,14500000,15900000,10800000,19700000,15800000,16200000,29300000,23500000,29300000,62300000,21900000,22000000,31100000,278200000,224200000,237700000,261900000,286400000,295700000,324300000,284200000,244900000,179600000,212600000,250500000,310200000,296900000,292600000
Lithuania,-75600000,-64400000,-196800000,-184600000,-186900000,-243900000,-3500000,264600000,81300000,-191400000,-9500000,97000000,-417700000,-701000000,-412800000,59400000,99800000,102800000,162300000,295100000,390000000,566600000,720300000,831300000,398500000,627800000,1141400000,756900000,853400000,681100000,135000000,164200000,299600000,346900000,482000000,633900000,570100000,455700000,750000000,589900000,637300000,1044400000,1174600000,1554400000,1093900000
Luxembourg,65800000,243000000,180100000,14000000,414400000,393600000,47200000,474900000,451900000,849200000,988400000,1090100000,1352600000,1207700000,761400000,397400000,548600000,480100000,279100000,704600000,782400000,581300000,1001100000,988000000,1292100000,1439100000,1585200000,1902400000,1848900000,1516200000,331600000,305600000,300000000,265100000,290200000,388800000,534100000,526200000,536100000,442900000,450700000,495100000,549800000,641200000,754800000
Macao,-1195800000,-1155000000,-1152700000,-1301200000,-1401200000,-1147400000,-1029700000,-868700000,-608700000,-28000000,0,0,0,0,0,70500000,70100000,79000000,54600000,85500000,101600000,200200000,226400000,306700000,209200000,0,0,0,0,0,1266300000,1225100000,1231700000,1355800000,1486700000,1249000000,1229900000,1095100000,915400000,237200000,0,0,0,0,0
Macedonia (Skopje),-83300000,-78700000,-54600000,-34700000,-57000000,-16500000,-19800000,-39000000,-41600000,-9500000,0,0,0,0,0,68500000,32900000,18600000,26100000,21200000,31600000,22400000,33600000,36100000,34800000,0,0,0,0,0,151800000,111600000,73200000,60800000,78200000,48100000,42200000,72600000,77700000,44300000,0,0,0,0,0
Madagascar,-142400000,-250600000,-200400000,-337400000,-434000000,-295400000,-236400000,-305800000,-253500000,-147500000,7600000,-30900000,-45600000,-115800000,-168900000,15400000,21000000,15400000,46300000,35600000,28200000,44700000,32100000,70800000,105900000,116000000,56200000,64300000,64000000,46800000,157800000,271600000,215800000,383700000,469600000,323600000,281100000,337900000,324300000,253400000,108400000,87100000,109900000,179800000,215700000
Malawi,-41700000,-65100000,-40700000,-59900000,-38900000,-87500000,-13800000,-7700000,-20000000,-22900000,-34700000,-7900000,-2100000,-18600000,-15900000,13700000,12800000,30100000,16600000,21700000,28000000,45700000,51500000,44900000,40400000,37000000,57000000,63900000,54500000,50700000,55400000,77900000,70800000,76500000,60600000,115500000,59500000,59200000,64900000,63300000,71700000,64900000,66000000,73100000,66600000
Malaysia,-14630700000,-12982600000,-13665200000,-14526100000,-17257700000,-23224400000,-23988800000,-20948300000,-17786600000,-12879300000,-11820500000,-11530200000,-13092300000,-14281900000,-17352000000,10937500000,9357700000,10343700000,10914100000,10921200000,10460800000,12544300000,11680200000,12949500000,10403300000,14079800000,14246500000,12840900000,13007400000,13068400000,25568200000,22340300000,24008900000,25440200000,28178900000,33685200000,36533100000,32628500000,30736100000,23282600000,25900300000,25776700000,25933200000,27289300000,30420400000
Maldives,-88000000,-91300000,-109500000,-87700000,-72800000,3800000,16100000,17300000,16700000,14500000,26700000,41900000,12400000,8500000,5800000,6100000,6400000,4100000,6600000,9900000,9300000,17600000,19300000,20300000,17400000,28300000,44800000,30000000,28800000,29000000,94100000,97700000,113600000,94300000,82700000,5500000,1500000,2000000,3600000,2900000,1600000,2900000,17600000,20300000,23200000
Mali,22200000,26600000,8600000,29000000,39200000,28800000,35100000,22400000,25800000,33000000,31000000,50900000,56200000,46200000,33700000,32000000,32700000,11200000,31400000,42900000,32400000,43100000,31900000,30900000,36700000,37300000,55000000,59800000,49900000,38500000,9800000,6100000,2600000,2400000,3700000,3600000,8000000,9500000,5100000,3700000,6300000,4100000,3600000,3700000,4800000
Malta,-147700000,-110000000,-99800000,-170500000,-201700000,-89000000,-208200000,-121500000,-25200000,-10000000,195600000,508100000,134400000,305000000,744400000,334700000,258900000,210100000,202300000,181300000,193700000,162500000,207200000,253400000,208500000,457400000,752200000,391000000,517100000,917600000,482400000,368900000,309900000,372800000,383000000,282700000,370700000,328700000,278600000,218500000,261800000,244100000,256600000,212100000,173200000
Marshall Islands,55200000,21000000,19300000,1100000,6700000,58300000,1100000,11200000,5800000,64000000,79400000,128600000,123200000,48500000,80200000,60200000,26500000,28700000,28200000,18800000,75500000,15500000,22900000,25100000,77600000,91200000,143500000,142100000,65500000,94700000,5000000,5500000,9400000,27100000,12100000,17200000,14400000,11700000,19300000,13600000,11800000,14900000,18900000,17000000,14500000
Martinique,19900000,22600000,23000000,21100000,26400000,12800000,-9100000,186500000,281100000,258400000,273700000,331800000,344400000,339100000,208400000,21600000,23200000,23700000,21700000,28100000,35000000,32400000,193900000,288800000,263400000,296800000,339800000,370700000,381800000,290600000,1700000,600000,700000,600000,1700000,22200000,41500000,7400000,7700000,5000000,23100000,8000000,26300000,42700000,82200000
Mauritania,15800000,25100000,22000000,34000000,27100000,85300000,38900000,102000000,60300000,21600000,30500000,242300000,290900000,114800000,47800000,16200000,25400000,22900000,34900000,34400000,86100000,90100000,102700000,106600000,56300000,83400000,243300000,291600000,245500000,149200000,400000,300000,900000,900000,7300000,800000,51200000,700000,46300000,34700000,52900000,1000000,700000,130700000,101400000
Mauritius,-262000000,-248900000,-253100000,-265900000,-242000000,-191000000,-183300000,-137500000,-125100000,-98900000,-156400000,-205800000,-164200000,-296700000,-366000000,23900000,29000000,27500000,32000000,28400000,30900000,35600000,49800000,51300000,70000000,40000000,45900000,96000000,42000000,35200000,285900000,277900000,280600000,297900000,270400000,221900000,218900000,187300000,176400000,168900000,196400000,251700000,260200000,338700000,401200000
